fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,classification
Jordan Griffin,"5' 10""",145 lbs.,"73""",Southpaw,"Feb 28, 1990",2.60,46%,3.18,48%,0.78,23%,42%,1.8,submission specialist
Chad Griggs,"6' 1""",205 lbs.,"73""",Orthodox,"May 15, 1978",2.67,50%,2.22,46%,1.51,66%,41%,0.0,striker
Maxim Grishin,"6' 3""",220 lbs.,"78""",Orthodox,"May 02, 1984",2.95,44%,2.33,56%,0.38,33%,66%,0.0,striker
Josh Grispi,"5' 11""",145 lbs.,"74""",Orthodox,"Oct 14, 1988",1.44,41%,3.71,50%,1.97,36%,16%,2.2,submission specialist
Kendall Grove,"6' 6""",185 lbs.,"79""",Orthodox,"Nov 12, 1982",2.31,41%,2.40,54%,0.49,45%,56%,1.7,submission specialist
Vik Grujic,"5' 11""",170 lbs.,"73""",Orthodox,"Feb 06, 1977",2.24,48%,3.39,41%,1.18,33%,26%,0.4,striker
Mike Grundy,"5' 7""",145 lbs.,"72""",Orthodox,"Jan 03, 1987",2.15,43%,4.09,58%,4.25,38%,100%,0.6,grappler
Fabricio Guerreiro,"5' 10""",145 lbs.,,,"Jul 24, 1990",1.87,31%,2.20,67%,2.00,50%,0%,0.0,grappler
Jason Guida,"5' 10""",214 lbs.,,,"Aug 04, 1977",1.87,40%,3.33,52%,1.00,14%,50%,1.0,submission specialist
Shannon Gugerty,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 30, 1981",1.25,39%,1.88,58%,2.13,27%,50%,3.4,submission specialist
Clay Guida,"5' 7""",155 lbs.,"70""",Orthodox,"Dec 08, 1981",2.44,34%,2.57,63%,3.36,38%,68%,0.7,grappler
Melvin Guillard,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 30, 1983",2.96,40%,1.85,66%,1.30,63%,61%,0.2,striker
Marcelo Guimaraes,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 25, 1983",4.67,51%,4.41,62%,1.99,13%,0%,0.0,striker
John Gunther,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 24, 1985",1.65,37%,3.72,46%,7.08,42%,0%,0.0,grappler
Jorge Gurgel,"5' 7""",155 lbs.,"69""",Orthodox,"Jan 25, 1977",3.37,32%,3.62,62%,0.81,23%,60%,0.5,striker
John Gunderson,"5' 9""",155 lbs.,"69""",Orthodox,"Jan 05, 1979",1.04,27%,1.71,58%,1.67,33%,11%,2.0,submission specialist
Alexander Gustafsson,"6' 5""",205 lbs.,"79""",Orthodox,"Jan 15, 1987",4.02,40%,3.42,51%,1.54,39%,83%,0.4,striker
Justin Guthrie,"6' 1""",170 lbs.,,,"Jan 19, 1981",0.16,33%,3.74,14%,2.44,25%,0%,4.9,submission specialist
Chris Gutierrez,"5' 9""",145 lbs.,"67""",Orthodox,"Apr 22, 1991",4.30,57%,2.45,59%,0.57,60%,73%,0.2,striker
Tim Hague,"6' 4""",260 lbs.,"76""",Orthodox,"May 09, 1983",2.79,47%,4.14,46%,1.72,33%,85%,0.9,striker
Mike Guymon,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 17, 1974",2.75,65%,0.79,66%,1.87,37%,54%,1.2,submission specialist
Damir Hadzovic,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 08, 1986",2.99,46%,2.99,66%,0.68,60%,39%,0.2,striker
Kevin Haley,"6' 2""",205 lbs.,,,,0.87,59%,0.87,64%,3.00,100%,0%,2.0,submission specialist
Ryan Hall,"5' 10""",145 lbs.,"70""",Southpaw,"Feb 22, 1985",2.32,43%,0.96,75%,0.31,16%,0%,0.9,striker
Dennis Hallman,"5' 9""",155 lbs.,"72""",Orthodox,"Dec 02, 1975",1.12,44%,1.96,43%,1.79,30%,25%,2.1,submission specialist
Uriah Hall,"6' 0""",185 lbs.,"79""",Orthodox,"Jul 31, 1984",3.34,51%,3.54,53%,0.67,38%,69%,0.2,striker
Piotr Hallmann,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1987",3.98,45%,3.17,58%,2.55,44%,70%,0.4,striker
Brandon Halsey,"6' 0""",185 lbs.,,,"Sep 16, 1986",1.74,47%,0.87,65%,4.98,53%,100%,1.2,submission specialist
Anthony Hamilton,"6' 5""",260 lbs.,"76""",Orthodox,"Apr 14, 1980",3.91,65%,3.02,45%,2.62,42%,78%,0.0,striker
Matt Hamill,"6' 1""",205 lbs.,"76""",Orthodox,"Oct 05, 1976",3.69,42%,3.80,61%,3.00,34%,91%,0.0,striker
James Hammortree,"6' 3""",185 lbs.,,Orthodox,"Nov 29, 1983",1.93,30%,4.13,44%,2.00,50%,100%,1.0,submission specialist
Jared Hamman,"6' 3""",185 lbs.,"75""",Orthodox,"Mar 07, 1982",5.15,42%,3.93,55%,1.57,46%,30%,0.0,striker
Joachim Hansen,"5' 7""",150 lbs.,,Southpaw,"May 26, 1979",2.01,43%,2.04,58%,2.21,58%,34%,1.9,submission specialist
Nasrat Haqparast,"5' 10""",155 lbs.,"72""",Southpaw,"Aug 22, 1995",5.81,47%,3.23,74%,0.18,16%,84%,0.0,striker
Dean Hancock,,155 lbs.,,,,7.97,63%,1.94,67%,1.71,33%,75%,1.7,submission specialist
Kay Hansen,"5' 2""",115 lbs.,"63""",Orthodox,"Aug 14, 1999",3.57,59%,3.03,54%,2.19,25%,100%,1.6,submission specialist
Scott Harper,"6' 0""",185 lbs.,,Orthodox,"Apr 14, 1972",1.30,54%,4.98,47%,3.25,100%,0%,0.0,grappler
Dan Hardy,"6' 0""",170 lbs.,"74""",Orthodox,"May 17, 1982",2.46,35%,3.44,51%,0.73,35%,35%,0.4,striker
Greg Hardy,"6' 5""",265 lbs.,"80""",Orthodox,"Jul 28, 1988",4.83,50%,3.12,56%,0.21,33%,80%,0.0,striker
Phil Harris,"5' 4""",125 lbs.,"65""",Orthodox,"Sep 04, 1983",2.34,26%,3.16,68%,1.76,21%,60%,0.0,striker
Collin Hart,"6' 1""",185 lbs.,,Orthodox,"Oct 12, 1989",6.33,44%,7.53,51%,2.00,16%,50%,0.0,striker
Dale Hartt,"5' 10""",155 lbs.,"69""",Orthodox,"Apr 04, 1979",1.14,35%,1.55,66%,1.22,100%,25%,2.5,submission specialist
Walt Harris,"6' 5""",250 lbs.,"77""",Southpaw,"Jun 10, 1983",2.95,38%,3.43,54%,0.30,28%,72%,0.1,striker
Gerald Harris,"5' 11""",185 lbs.,"77""",Southpaw,"Nov 19, 1979",1.41,29%,1.58,62%,2.96,54%,72%,0.0,grappler
Justin Haskins,"5' 10""",170 lbs.,,Orthodox,"Aug 30, 1979",1.51,33%,2.65,54%,1.62,40%,52%,0.8,grappler
Clay Harvison,"6' 1""",170 lbs.,"74""",Orthodox,"Sep 25, 1980",3.29,48%,3.91,58%,0.66,100%,68%,1.3,submission specialist
Daiki Hata,"5' 6""",139 lbs.,,Orthodox,"Aug 24, 1982",1.44,39%,1.42,55%,0.67,100%,35%,0.7,striker
John Hathaway,"6' 1""",170 lbs.,"75""",Orthodox,"Jul 23, 1987",3.40,40%,1.80,62%,2.61,43%,60%,0.9,striker
Phil Hawes,"6' 0""",185 lbs.,"77""",Orthodox,"Jan 08, 1989",2.84,52%,4.18,47%,3.13,35%,0%,0.0,grappler
Tommy Hayden,"5' 9""",145 lbs.,,Southpaw,"Mar 11, 1986",1.48,27%,2.05,55%,3.42,33%,66%,0.0,grappler
Josh Haynes,"5' 9""",170 lbs.,,Orthodox,"Jul 30, 1977",1.25,22%,4.03,52%,0.94,18%,42%,0.0,striker
Dustin Hazelett,"6' 1""",170 lbs.,"76""",Orthodox,"Apr 29, 1986",2.24,40%,3.51,46%,0.55,50%,25%,4.1,submission specialist
James Head,"6' 1""",170 lbs.,"73""",Orthodox,"Feb 09, 1984",2.75,48%,3.11,49%,0.41,100%,66%,0.8,striker
Pat Healy,"6' 0""",155 lbs.,"72""",Orthodox,"Jul 20, 1983",2.57,36%,2.57,50%,3.08,37%,55%,1.1,submission specialist
Ryan Healy,"6' 1""",155 lbs.,,Orthodox,"Jul 20, 1983",1.67,35%,3.00,38%,3.00,50%,40%,1.0,submission specialist
David Heath,"5' 11""",205 lbs.,"72""",Orthodox,"Feb 10, 1976",1.48,30%,5.16,49%,0.33,50%,57%,1.0,submission specialist
Marcin Held,"5' 9""",155 lbs.,"71""",Orthodox,"Jan 18, 1992",1.41,34%,2.02,47%,2.46,46%,37%,1.3,submission specialist
Chris Heatherly,"5' 9""",155 lbs.,,Orthodox,"Nov 24, 1987",1.08,45%,2.67,52%,3.39,50%,100%,0.7,grappler
Nick Hein,"5' 6""",155 lbs.,"66""",Southpaw,"Apr 24, 1984",2.65,35%,3.61,59%,0.86,33%,83%,0.0,striker
Ian Heinisch,"5' 11""",185 lbs.,"72""",Orthodox,"Aug 05, 1988",3.28,50%,2.79,58%,1.13,18%,60%,0.8,striker
Jake Hecht,"6' 0""",170 lbs.,"73""",Orthodox,"Feb 09, 1984",3.26,47%,2.76,56%,2.04,37%,40%,0.0,striker
Ron Henderson,"5' 10""",125 lbs.,,,,2.53,25%,3.60,48%,1.00,20%,0%,0.0,striker
Benson Henderson,"5' 9""",170 lbs.,"70""",Southpaw,"Nov 16, 1983",2.93,45%,1.79,63%,2.40,45%,63%,0.8,striker
Johny Hendricks,"5' 9""",185 lbs.,"69""",Southpaw,"Sep 12, 1983",3.49,45%,3.99,53%,3.83,46%,63%,0.3,grappler
Dan Henderson,"5' 11""",185 lbs.,"74""",Orthodox,"Aug 24, 1970",2.44,47%,2.70,51%,1.52,52%,57%,0.3,striker
Luis Henrique,"6' 2""",243 lbs.,"74""",Orthodox,"Aug 21, 1993",1.81,43%,2.22,47%,3.09,36%,50%,1.0,submission specialist
Danny Henry,"6' 0""",145 lbs.,"73""",Orthodox,"Jul 17, 1988",5.20,51%,4.16,45%,0.74,33%,50%,2.2,submission specialist
TJ Hepburn,"5' 7""",155 lbs.,,,,0.73,37%,0.13,81%,2.00,40%,60%,0.0,grappler
Ed Herman,"6' 1""",205 lbs.,"77""",Orthodox,"Oct 02, 1980",3.32,49%,3.35,43%,2.21,48%,60%,1.2,submission specialist
Dave Herman,"6' 4""",242 lbs.,"77""",Orthodox,"Oct 03, 1984",4.98,60%,3.78,48%,1.49,100%,58%,0.0,striker
Jack Hermansson,"6' 1""",185 lbs.,"77""",Orthodox,"Jun 10, 1988",5.03,44%,3.46,54%,1.96,34%,75%,0.7,striker
Alexander Hernandez,"5' 9""",155 lbs.,"72""",Orthodox,"Oct 01, 1992",3.57,35%,3.81,59%,1.60,38%,62%,0.0,striker
Anthony Hernandez,"6' 0""",185 lbs.,"75""",Orthodox,"Oct 18, 1993",4.92,55%,5.09,47%,3.76,66%,70%,1.9,submission specialist
Nohelin Hernandez,"5' 10""",135 lbs.,"71""",Orthodox,"Mar 01, 1994",1.32,34%,2.63,52%,0.71,50%,37%,0.0,striker
Chris Herrera,"5' 10""",185 lbs.,,,,2.04,37%,3.35,48%,1.80,100%,100%,0.0,striker
Geane Herrera,"5' 5""",125 lbs.,"66""",Orthodox,"May 27, 1990",1.51,31%,5.07,52%,0.83,37%,38%,0.6,striker
Felice Herrig,"5' 4""",115 lbs.,"65""",Orthodox,"Sep 18, 1984",3.63,36%,4.84,49%,1.18,30%,72%,0.9,striker
Heath Herring,"6' 4""",250 lbs.,"78""",Orthodox,"Mar 02, 1978",2.37,50%,1.77,54%,1.22,50%,32%,0.7,striker
Clint Hester,"6' 2""",205 lbs.,"77""",Orthodox,"Nov 21, 1986",3.36,42%,3.44,56%,1.02,35%,60%,0.0,striker
Brandon Hester,"6' 1""",205 lbs.,,,,3.53,53%,0.40,68%,4.00,80%,0%,0.0,grappler
Conor Heun,"5' 10""",155 lbs.,,Orthodox,"Feb 11, 1979",2.92,36%,3.66,54%,2.45,31%,33%,0.3,striker
Marcus Hicks,"5' 6""",155 lbs.,"64""",Southpaw,"Nov 25, 1975",1.42,43%,3.06,61%,2.70,53%,25%,4.0,submission specialist
Jimy Hettes,"5' 9""",145 lbs.,"71""",Southpaw,"Jun 09, 1987",3.47,57%,3.50,57%,5.20,44%,61%,1.4,submission specialist
Jay Hieron,"6' 0""",170 lbs.,"75""",Orthodox,"Jul 29, 1976",1.66,32%,1.89,61%,4.05,60%,66%,1.0,submission specialist
Jason High,"5' 8""",155 lbs.,"73""",Southpaw,"Oct 12, 1981",1.28,42%,1.56,48%,2.36,63%,37%,2.8,submission specialist
Richie Hightower,"5' 8""",170 lbs.,,Orthodox,"Nov 26, 1974",4.62,35%,6.92,21%,3.46,100%,100%,0.0,striker
Kailan Hill,"6' 1""",185 lbs.,"77""",Southpaw,"Dec 01, 1994",2.60,53%,4.80,37%,3.00,42%,0%,0.0,grappler
Angela Hill,"5' 3""",115 lbs.,"64""",Orthodox,"Jan 12, 1985",5.66,50%,4.98,64%,0.45,36%,76%,0.1,striker
Branden Lee Hinkle,"6' 3""",235 lbs.,,Orthodox,"Jul 29, 1973",2.61,69%,3.91,26%,4.34,57%,66%,4.3,submission specialist
Hatsu Hioki,"5' 11""",145 lbs.,"73""",Orthodox,"Jul 18, 1983",2.42,42%,2.12,65%,2.55,56%,54%,0.6,grappler
Kuniyoshi Hironaka,"5' 10""",168 lbs.,"70""",Orthodox,"Jun 17, 1976",1.98,40%,3.01,54%,1.91,30%,25%,0.6,striker
Mizuto Hirota,"5' 7""",155 lbs.,"67""",Orthodox,"May 05, 1981",3.36,40%,3.50,54%,1.36,50%,58%,0.1,striker
Corey Hill,"6' 4""",155 lbs.,"80""",Orthodox,"Oct 03, 1978",3.57,46%,1.61,70%,3.02,80%,100%,0.0,striker
Matt Hobar,"5' 10""",135 lbs.,"70""",Southpaw,"Jan 07, 1987",3.23,42%,4.27,52%,3.66,44%,50%,0.0,grappler
Kwan Ho Kwak,"5' 5""",135 lbs.,,Switch,"Jun 18, 1989",3.29,41%,3.45,47%,0.78,100%,26%,0.0,striker
Sam Hoger,"6' 2""",205 lbs.,,Orthodox,"Jun 28, 1980",1.07,25%,2.25,57%,1.12,38%,29%,1.3,submission specialist
Bobby Hoffman,"6' 2""",245 lbs.,,Orthodox,"Oct 28, 1968",2.02,70%,1.32,19%,1.17,50%,0%,1.2,submission specialist
Kevin Holland,"6' 3""",185 lbs.,"81""",Orthodox,"Nov 05, 1992",4.14,56%,2.58,56%,1.08,45%,51%,0.7,striker
Andrew Holbrook,"5' 11""",155 lbs.,"70""",Southpaw,"Feb 06, 1986",2.20,49%,3.00,54%,0.85,18%,10%,2.1,submission specialist
Sean Holden,"5' 10""",170 lbs.,,,"Sep 17, 1984",2.40,59%,0.60,59%,5.00,83%,0%,2.0,submission specialist
Chris Holdsworth,"5' 11""",135 lbs.,,,"Oct 24, 1987",1.85,29%,1.94,58%,3.38,62%,100%,2.0,submission specialist
Roger Hollett,"5' 11""",205 lbs.,,Orthodox,"Oct 08, 1978",1.83,47%,6.47,34%,1.00,28%,30%,0.0,striker
Gabrielle Holloway,"5' 3""",145 lbs.,,,"Apr 15, 1990",0.70,42%,3.07,34%,3.00,35%,16%,1.0,submission specialist
Max Holloway,"5' 11""",145 lbs.,"69""",Orthodox,"Dec 04, 1991",7.26,46%,4.58,60%,0.21,71%,84%,0.3,striker
Holly Holm,"5' 8""",135 lbs.,"69""",Southpaw,"Oct 17, 1981",3.16,38%,2.80,57%,0.81,30%,76%,0.1,striker
Kurt Holobaugh,"5' 11""",155 lbs.,"70""",Orthodox,"Sep 08, 1986",4.51,42%,4.28,46%,0.97,36%,45%,0.7,striker
Paddy Holohan,"5' 10""",125 lbs.,"69""",Orthodox,"May 03, 1988",2.13,46%,2.81,46%,2.88,47%,71%,1.3,submission specialist
Mark Holst,"6' 0""",155 lbs.,,Orthodox,"Aug 14, 1985",0.25,19%,1.67,47%,0.76,100%,60%,2.3,submission specialist
Scott Holtzman,"5' 9""",155 lbs.,"69""",Orthodox,"Sep 30, 1983",4.44,49%,3.47,54%,2.16,58%,66%,0.2,striker
Sabah Homasi,"6' 0""",170 lbs.,"72""",Orthodox,"Oct 19, 1988",4.98,48%,6.91,47%,2.80,50%,66%,0.0,striker
Mark Hominick,"5' 8""",145 lbs.,"68""",Orthodox,"Jul 22, 1982",4.08,42%,4.18,69%,0.25,66%,71%,0.9,striker
Chris Honeycutt,"5' 10""",170 lbs.,"73""",,"Jul 25, 1988",2.99,44%,1.41,66%,3.40,45%,75%,0.0,grappler
Chase Hooper,"6' 1""",145 lbs.,"74""",Southpaw,"Sep 13, 1999",4.43,45%,3.95,38%,0.32,7%,66%,2.2,submission specialist
Dan Hooker,"6' 0""",155 lbs.,"75""",Switch,"Feb 13, 1990",4.95,48%,4.92,51%,0.72,34%,79%,0.3,striker
Kyoji Horiguchi,"5' 5""",125 lbs.,"66""",Orthodox,"Oct 12, 1990",3.60,45%,2.45,62%,2.00,44%,55%,0.0,striker
Chris Horodecki,"5' 9""",155 lbs.,"69""",Orthodox,"Sep 24, 1987",4.59,41%,3.16,65%,1.52,55%,37%,0.9,striker
Jeremy Horn,"6' 1""",185 lbs.,"74""",Orthodox,"Aug 25, 1975",1.19,39%,1.99,55%,1.83,38%,29%,1.1,submission specialist
Matt Horwich,"6' 1""",185 lbs.,,Orthodox,"Oct 02, 1978",1.11,62%,2.16,38%,0.33,9%,28%,2.7,submission specialist
Jeff Hougland,"5' 7""",135 lbs.,"68""",Orthodox,"Aug 02, 1978",1.86,48%,3.46,47%,0.86,18%,0%,1.1,submission specialist
Darrell Horcher,"5' 10""",155 lbs.,"70""",Southpaw,"Jul 28, 1987",2.05,44%,4.21,39%,0.35,50%,47%,0.7,striker
Brian Houston,"6' 2""",185 lbs.,,Orthodox,"Apr 26, 1981",1.90,35%,3.67,53%,0.95,100%,87%,0.0,striker
John Howard,"5' 7""",170 lbs.,"72""",Orthodox,"Mar 01, 1983",2.15,50%,3.08,51%,2.70,49%,53%,0.4,grappler
Collin Huckbody,"6' 3""",185 lbs.,"76""",Orthodox,"Sep 29, 1994",2.05,60%,2.73,42%,10.23,100%,0%,20.4,submission specialist
Austin Hubbard,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 22, 1991",3.45,48%,2.58,58%,0.76,60%,53%,0.0,striker
Jeff Hughes,"6' 2""",250 lbs.,"77""",Orthodox,"May 17, 1988",3.95,51%,3.67,60%,0.71,50%,45%,0.0,striker
Mark Hughes,"5' 9""",205 lbs.,,Southpaw,"Oct 13, 1973",0.90,47%,0.40,42%,3.00,50%,0%,4.5,submission specialist
Matt Hughes,"5' 9""",170 lbs.,"73""",Switch,"Oct 13, 1973",2.14,53%,1.36,53%,2.95,50%,35%,1.2,submission specialist
Roger Huerta,"5' 9""",155 lbs.,"70""",Orthodox,"May 20, 1983",3.64,36%,2.33,56%,2.13,46%,52%,0.5,striker
Abongo Humphrey,"5' 11""",205 lbs.,,Orthodox,,1.45,40%,3.83,46%,1.41,37%,33%,3.8,submission specialist
Mark Hunt,"5' 10""",265 lbs.,"72""",Orthodox,"Mar 23, 1974",2.81,43%,2.90,51%,0.51,55%,64%,0.2,striker
Khadis Ibragimov,"6' 3""",205 lbs.,"78""",Orthodox,"May 21, 1995",3.55,49%,4.26,47%,0.97,30%,80%,0.3,striker
Al Iaquinta,"5' 10""",155 lbs.,"70""",Orthodox,"Apr 30, 1987",4.06,40%,4.44,61%,0.64,18%,74%,0.2,striker
Dan Ige,"5' 7""",145 lbs.,"71""",Orthodox,"Aug 06, 1991",3.95,46%,3.36,58%,1.68,27%,59%,0.5,striker
Fabiano Iha,"5' 8""",155 lbs.,,Orthodox,"Jul 28, 1970",1.73,47%,2.49,42%,2.88,40%,50%,2.9,submission specialist
Seichi Ikemoto,"5' 11""",168 lbs.,,Orthodox,"Aug 24, 1975",2.59,32%,3.74,57%,1.23,26%,60%,0.0,striker
Zelim Imadaev,"6' 0""",170 lbs.,"76""",Orthodox,"Jan 25, 1995",2.91,36%,4.35,43%,0.38,50%,60%,0.0,striker
Yusuke Imamura,"5' 8""",220 lbs.,,Orthodox,,0.18,50%,1.83,52%,2.75,50%,0%,0.0,grappler
Nassourdine Imavov,"6' 3""",185 lbs.,"75""",Orthodox,"Mar 01, 1995",4.17,61%,2.03,59%,0.50,12%,60%,2.0,submission specialist
Solomon Hutcherson,"5' 11""",185 lbs.,,Southpaw,"Aug 31, 1972",2.59,39%,2.59,64%,3.53,100%,0%,0.0,grappler
Brad Imes,"6' 7""",265 lbs.,,Orthodox,"Mar 13, 1977",2.73,31%,4.24,49%,1.72,71%,0%,1.0,submission specialist
Chris Indich,"5' 10""",170 lbs.,,,"Apr 22, 1987",1.31,30%,4.32,43%,0.75,50%,50%,1.5,submission specialist
Guto Inocente,"6' 3""",205 lbs.,,Orthodox,"May 29, 1986",4.13,66%,2.92,54%,0.67,33%,66%,0.7,striker
Jason Ireland,"5' 9""",161 lbs.,,Southpaw,"Dec 30, 1979",1.20,25%,2.07,51%,3.59,75%,0%,1.2,submission specialist
Eric Irvin,"5' 8""",155 lbs.,,,"Jan 10, 1986",3.27,42%,4.47,36%,4.00,30%,33%,0.0,grappler
Mitsuhiro Ishida,"5' 6""",154 lbs.,,Southpaw,"Dec 29, 1978",1.46,41%,1.13,61%,4.76,53%,33%,0.7,grappler
Teruto Ishihara,"5' 7""",135 lbs.,"69""",Southpaw,"Jul 23, 1991",3.26,44%,3.63,53%,0.50,16%,30%,0.0,striker
Eiji Ishikawa,"5' 10""",170 lbs.,,,"Oct 12, 1979",1.20,29%,4.07,60%,1.00,9%,0%,0.0,striker
Satoshi Ishii,"5' 11""",240 lbs.,,Orthodox,"Dec 19, 1986",1.41,36%,1.58,63%,3.47,52%,100%,1.6,submission specialist
Damir Ismagulov,"5' 9""",155 lbs.,"70""",Orthodox,"Feb 03, 1991",3.76,43%,1.87,69%,1.67,31%,100%,0.0,striker
Tokimitsu Ishizawa,"6' 0""",185 lbs.,,Orthodox,"Aug 05, 1968",1.34,30%,2.99,59%,2.74,18%,0%,0.0,grappler
Wallid Ismail,"5' 7""",205 lbs.,,Orthodox,"Feb 23, 1968",0.92,31%,0.83,44%,1.85,28%,0%,0.5,grappler
Leandro Issa,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 19, 1983",2.08,37%,3.17,58%,2.38,22%,50%,1.2,submission specialist
Anthony Ivy,"6' 2""",185 lbs.,"74""",Orthodox,"Jan 23, 1990",2.50,42%,4.57,51%,4.69,20%,100%,0.0,grappler
Blagoy Ivanov,"5' 11""",250 lbs.,"73""",Southpaw,"Oct 09, 1986",3.32,40%,4.15,54%,1.06,54%,75%,0.2,striker
Hiroshi Izumi,,205 lbs.,,Orthodox,"Jun 22, 1982",1.95,37%,2.65,66%,3.35,70%,100%,0.5,grappler
Yves Jabouin,"5' 7""",135 lbs.,"68""",Orthodox,"May 30, 1979",3.06,41%,2.93,62%,1.94,60%,82%,0.1,striker
Eugene Jackson,"5' 8""",185 lbs.,,Orthodox,"Sep 23, 1966",2.19,33%,3.44,32%,1.91,71%,16%,2.3,submission specialist
Jeremy Jackson,"5' 10""",170 lbs.,,Orthodox,"Sep 19, 1982",0.71,27%,2.03,25%,1.52,40%,58%,0.0,grappler
Quinton Jackson,"6' 1""",205 lbs.,"73""",Orthodox,"Jun 20, 1978",3.25,54%,2.51,55%,1.52,56%,73%,0.1,striker
Mike Jackson,"6' 2""",170 lbs.,,Orthodox,"Mar 22, 1985",4.25,58%,1.33,75%,0.95,100%,88%,0.0,striker
Damon Jackson,"5' 11""",145 lbs.,"71""",Switch,"Aug 08, 1988",2.46,35%,3.63,45%,1.14,20%,35%,2.7,submission specialist
Montel Jackson,"5' 10""",135 lbs.,"75""",Southpaw,"Apr 24, 1992",3.77,55%,1.50,56%,4.15,77%,66%,0.2,grappler
Dustin Jacoby,"6' 3""",205 lbs.,"76""",Orthodox,"Apr 04, 1988",3.68,46%,2.94,61%,0.22,100%,70%,0.0,striker
Ryan Janes,"6' 3""",185 lbs.,"76""",Orthodox,"Aug 22, 1981",7.69,48%,5.53,59%,0.35,100%,58%,0.0,striker
Virna Jandiroba,"5' 3""",115 lbs.,"64""",Orthodox,"May 30, 1988",2.39,46%,3.08,54%,3.16,53%,73%,2.0,submission specialist
Dave Jansen,"5' 9""",155 lbs.,"73""",Orthodox,"Aug 21, 1979",2.94,33%,3.67,58%,2.79,28%,38%,0.9,striker
Keith Jardine,"6' 2""",185 lbs.,"76""",Orthodox,"Oct 31, 1975",3.25,36%,2.98,59%,1.18,45%,62%,0.7,striker
Rony Jason,"5' 7""",145 lbs.,"73""",Orthodox,"Mar 21, 1984",2.04,44%,3.14,53%,0.59,30%,36%,0.8,striker
Joanna Jedrzejczyk,"5' 6""",115 lbs.,"65""",Orthodox,"Aug 18, 1987",6.30,48%,3.08,64%,0.28,62%,81%,0.1,striker
Bubba Jenkins,"5' 7""",145 lbs.,,,"Feb 05, 1988",2.41,37%,1.58,67%,7.23,68%,100%,0.0,grappler
Ryan Jensen,"6' 1""",185 lbs.,"76""",Orthodox,"Sep 20, 1977",2.84,39%,2.99,59%,1.55,50%,31%,1.9,submission specialist
Ronald Jhun,"5' 11""",170 lbs.,,Orthodox,"Sep 21, 1970",1.45,57%,3.01,50%,1.81,100%,100%,0.0,grappler
Carls John De Tomas,"5' 5""",125 lbs.,"71""",Southpaw,"Aug 28, 1996",1.74,37%,3.93,44%,1.37,33%,66%,0.0,striker
Sung Bin Jo,"6' 0""",145 lbs.,"72""",Orthodox,"Jul 17, 1992",1.40,33%,2.67,51%,1.00,33%,83%,1.0,submission specialist
Brett Johns,"5' 7""",135 lbs.,"71""",Orthodox,"Feb 21, 1992",2.86,49%,3.84,53%,4.92,49%,58%,1.0,submission specialist
Miles Johns,"5' 7""",135 lbs.,"66""",Orthodox,"Mar 30, 1994",3.33,48%,2.42,68%,1.21,30%,87%,0.0,striker
Tony Johnson,"6' 1""",265 lbs.,,,,2.00,53%,4.73,31%,2.00,22%,0%,0.0,striker
DaMarques Johnson,"6' 1""",170 lbs.,"75""",Orthodox,"Jun 28, 1982",2.11,37%,3.75,51%,1.18,55%,19%,0.7,striker
Lavar Johnson,"6' 4""",240 lbs.,"82""",Orthodox,"Jun 11, 1977",5.39,55%,2.54,55%,0.61,66%,54%,0.6,striker
Ryan Jimmo,"6' 1""",205 lbs.,"73""",Orthodox,"Nov 27, 1981",3.12,66%,2.77,46%,0.45,28%,87%,0.0,striker
Kajan Johnson,"5' 11""",155 lbs.,"75""",Orthodox,"Apr 21, 1984",2.47,42%,1.59,64%,1.54,37%,62%,0.2,striker
Demetrious Johnson,"5' 3""",125 lbs.,"66""",Orthodox,"Aug 13, 1986",3.43,54%,1.66,67%,3.35,56%,65%,0.5,striker
Michael Johnson,"5' 10""",155 lbs.,"73""",Southpaw,"Jun 04, 1986",4.21,38%,3.82,58%,0.49,45%,77%,0.1,striker
Dashon Johnson,"5' 7""",145 lbs.,,Orthodox,"Jan 25, 1988",1.01,69%,3.83,35%,0.85,33%,63%,0.8,striker
Timothy Johnson,"6' 3""",265 lbs.,"77""",Southpaw,"Mar 13, 1985",3.43,45%,3.08,44%,1.09,24%,69%,0.0,striker
Jordan Johnson,"6' 2""",205 lbs.,"79""",Orthodox,"Nov 18, 1988",3.45,47%,2.64,53%,3.25,42%,100%,1.2,submission specialist
Taylor Johnson,"6' 0""",185 lbs.,"74""",Switch,"Nov 09, 1990",5.09,60%,1.13,33%,8.49,100%,100%,0.0,grappler
Anthony Johnson,"6' 2""",205 lbs.,"78""",Orthodox,"Mar 06, 1984",3.25,47%,1.83,60%,2.43,57%,77%,0.6,striker
